A001n_PN1c_00001-5	reltype=ob	['９', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4']
A052n_PN2e_00004-21	reltype=before	['六', '掲げ']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['4', '37']
A052n_PN2e_00004-21	reltype=before	['六', '戦う']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['4', '39']
A052n_PN2e_00004-21	reltype=after	['秋', 'し']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['27', '30']
A052n_PN2e_00004-21	reltype=overlap	['秋', '掲げ']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['30', '37']
A052n_PN2e_00004-21	reltype=overlap	['秋', '戦う']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['30', '39']
A052n_PN2e_00004-21	reltype=after	['秋', '飛ばし']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['30', '46']
A052n_PN2e_00004-21	reltype=after	['秋', '発覚']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['30', '51']
A052n_PN2e_00004-25	reltype=overlap	['十', '要求']	[JSP]パレスチナ自治政府のアラファト議長は十二日、ＡＰ通信などとのインタビューで、米国やイスラエルが要求している退陣に、現時点で応じる考えがないことを明らかにした。	['9', '25']
A052n_PN2e_00004-25	reltype=overlap	['十', 'し']	[JSP]パレスチナ自治政府のアラファト議長は十二日、ＡＰ通信などとのインタビューで、米国やイスラエルが要求している退陣に、現時点で応じる考えがないことを明らかにした。	['9', '26']
A052n_PN2e_00004-26	reltype=overlap	['来年', '出馬']	[JSP]議長は一方で、来年一月に予定される議長選に自らが出馬するかどうかについては、態度をまだ決めていないと述べるにとどまった。	['7', '19']
A052n_PN2e_00004-26	reltype=after	['来年', '決め']	[JSP]議長は一方で、来年一月に予定される議長選に自らが出馬するかどうかについては、態度をまだ決めていないと述べるにとどまった。	['7', '32']
A052n_PN2e_00004-26	reltype=after	['来年', '述べる']	[JSP]議長は一方で、来年一月に予定される議長選に自らが出馬するかどうかについては、態度をまだ決めていないと述べるにとどまった。	['7', '37']
A052n_PN2e_00004-26	reltype=after	['来年', 'とどまっ']	[JSP]議長は一方で、来年一月に予定される議長選に自らが出馬するかどうかについては、態度をまだ決めていないと述べるにとどまった。	['7', '39']
A052n_PN2e_00004-27	reltype=before	['今年', '出馬']	[JSP]今年五―六月の自治区での世論調査では４８％がアラファト氏再選を予測しており、議長が出馬すれば再選は確実視されている。	['2', '31']
A052n_PN2e_00004-27	reltype=before	['今年', '確実']	[JSP]今年五―六月の自治区での世論調査では４８％がアラファト氏再選を予測しており、議長が出馬すれば再選は確実視されている。	['2', '36']
A052n_PN2e_00004-27	reltype=before	['六', '出馬']	[JSP]今年五―六月の自治区での世論調査では４８％がアラファト氏再選を予測しており、議長が出馬すれば再選は確実視されている。	['5', '31']
A052n_PN2e_00004-27	reltype=before	['六', '確実']	[JSP]今年五―六月の自治区での世論調査では４８％がアラファト氏再選を予測しており、議長が出馬すれば再選は確実視されている。	['5', '36']
A052n_PN2e_00004-29	reltype=overlap	['十', '行う']	さらに、自治政府とイスラエルが十三日に再び高官レベルの協議を行うことを明らかにした。	['8', '18']
A052n_PN2e_00004-29	reltype=after	['十', 'し']	さらに、自治政府とイスラエルが十三日に再び高官レベルの協議を行うことを明らかにした。	['8', '23']
A052n_PN2e_00004-34	reltype=overlap	['十', '流れる']	[JSP]ボスニア・ヘルツェゴビナ南部を流れるネレトバ川に十六世紀に架けられ、ボスニア内戦時に破壊されたモスタルの石橋の再建工事がこのほど始まった。	['5', '9']
A052n_PN2e_00004-34	reltype=overlap	['十', '架け']	[JSP]ボスニア・ヘルツェゴビナ南部を流れるネレトバ川に十六世紀に架けられ、ボスニア内戦時に破壊されたモスタルの石橋の再建工事がこのほど始まった。	['9', '13']
A052n_PN2e_00004-34	reltype=before	['十', '破壊']	[JSP]ボスニア・ヘルツェゴビナ南部を流れるネレトバ川に十六世紀に架けられ、ボスニア内戦時に破壊されたモスタルの石橋の再建工事がこのほど始まった。	['9', '20']
A052n_PN2e_00004-34	reltype=before	['十', '始まっ']	[JSP]ボスニア・ヘルツェゴビナ南部を流れるネレトバ川に十六世紀に架けられ、ボスニア内戦時に破壊されたモスタルの石橋の再建工事がこのほど始まった。	['9', '33']
A052n_PN2e_00004-35	reltype=overlap	['約', '知ら']	工事は約十八カ月で終了予定で、二〇〇四年には、世界的に知られた美しいアーチ形の石橋が再び姿を現す。	['3', '23']
A052n_PN2e_00004-35	reltype=overlap	['二', '知ら']	工事は約十八カ月で終了予定で、二〇〇四年には、世界的に知られた美しいアーチ形の石橋が再び姿を現す。	['12', '23']
A052n_PN2e_00004-35	reltype=overlap	['二', '現す']	工事は約十八カ月で終了予定で、二〇〇四年には、世界的に知られた美しいアーチ形の石橋が再び姿を現す。	['12', '35']
A052n_PN2e_00004-37	reltype=overlap	['一', '破壊']	[JSP]しかし内戦中の一九九三年にクロアチア人勢力の砲撃で破壊され、モスタルの町は川の東岸にイスラム教徒、西岸にクロアチア人が住む完全な民族分断状態に。	['6', '18']
A052n_PN2e_00004-38	reltype=after	['先月', '使わ']	[JSP]再建工事は世界銀行などの支援で進められ、もともと使われていた石を含め、既に千八十八個の石材の準備も完了、先月二十七日には起工式が行われた。	['15', '36']
A052n_PN2e_00004-38	reltype=overlap	['先月', '行わ']	[JSP]再建工事は世界銀行などの支援で進められ、もともと使われていた石を含め、既に千八十八個の石材の準備も完了、先月二十七日には起工式が行われた。	['36', '45']
A053n_PN2g_00004-27	reltype=overlap	['十', '記念']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['14', '17']
A053n_PN2g_00004-27	reltype=overlap	['十', '募集']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['14', '20']
A053n_PN2g_00004-27	reltype=overlap	['十', '受賞']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['14', '39']
A053n_PN2g_00004-27	reltype=overlap	['二', '記念']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['17', '51']
A053n_PN2g_00004-27	reltype=overlap	['二', '募集']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['20', '51']
A053n_PN2g_00004-27	reltype=overlap	['二', '受賞']	[JSP]これは、九州航空宇宙開発推進協議会が創立十周年を記念して募集した「作文・絵画コンテスト」の小学生の部で最優秀賞を受賞した熊本県本渡市立本渡南小学校二年田中みずほさんの作文の一節である。	['39', '51']
A053n_PN2g_00004-28	reltype=after	['二十', 'し']	[JSP]「二十年後の航空宇宙に対する夢」をテーマにしたこのコンテストには、九州・沖縄各県の小中学生から四百九十九点の作文、四千四百十九点の絵画の応募があった。	['3', '16']
A053n_PN2g_00004-28	reltype=after	['二十', 'あっ']	[JSP]「二十年後の航空宇宙に対する夢」をテーマにしたこのコンテストには、九州・沖縄各県の小中学生から四百九十九点の作文、四千四百十九点の絵画の応募があった。	['3', '48']
A053n_PN2g_00004-30	reltype=overlap	['夏', '眺め']	[JSP]夏の夜空は、無数に散らばる星を眺めながら、宇宙へのロマンに思いをはせる絶好のチャンスだ。	['2', '12']
